User,L1.6.2,L1.21.1,L1.4.3,L1.23.1,L2.10.1,L2.17.1,L2.29.1,L2.2.1,L3.9.1,L3.11.1,L3.21.1,L3.18.1,L4.3.1,L4.16.1,L4.13.1,L4.22.1,L5.15.1,L5.9.1,L5.24.1,L5.26.1,L6.11.1,L6.29.2,L6.9.1,L6.12.2,L7.16.1,L7.17.1,L7.22.1,L7.25.1,L8.3.3,L8.19.1,L8.30.1,L8.11.1,L9.21.1,L9.24.1,L9.8.1,L9.3.1,L10.16.1,L10.21.1,L10.7.1,L10.22.3,P1.6.2,P1.21.1,P1.4.3,P1.23.1,P2.10.1,P2.17.1,P2.29.1,P2.2.1,P3.9.1,P3.11.1,P3.21.1,P3.18.1,P4.3.1,P4.16.1,P4.13.1,P4.22.1,P5.15.1,P5.9.1,P5.24.1,P5.26.1,P6.11.1,P6.29.2,P6.9.1,P6.12.2,P7.16.1,P7.17.1,P7.22.1,P7.25.1,P8.3.3,P8.19.1,P8.30.1,P8.11.1,P9.21.1,P9.24.1,P9.8.1,P9.3.1,P10.16.1,P10.21.1,P10.7.1,P10.22.3
TU-yuy-107,0,0,NA,0,1,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1.000006437,1.997022629,NA,-0.19600074,0.21233055,1.482001781,0.390328288,-1.000006437,0.180330008,-1.000006437,-0.788008094,-0.001333333,-1.42933166,NA,-0.03066667,-0.002666667,-1.000011683,-1.000006437,0.998017132,-0.000988589,-1.000006437,-1.000006437,-1.000006437,-1.000006437,-1.233332753,-1.04066658,-0.593338132,-0.001333333,-1.000006437,-1.430001974,-1.000011683,-1.000006437,-1.000006437,-1.000006437,-1.000006437,0.997993588,-1.000011683,-1.000011683,NA,NA
TU-yyh-87,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2.677000999,6.992055416,0.675001025,9.102718353,0.495002002,1.752667308,2.270329714,0.567001641,0.477668375,0.571001649,0.704333603,1.523997307,0.181663364,3.369667292,0.48566851,0.679001033,-1.000011683,0.545668423,3.201357365,5.604692459,0.465668172,0.057661258,0.688334346,0.428334206,0.213663906,0.624332249,0.592998385,-0.001006409,0.997992754,-1.319333434,-1.000011683,-1.000006437,2.996029854,4.994019508,0.997990966,10.98805237,-1.328000307,-1.000011683,-1.38266778,0.428995609
TU-zir-88,1,1,1,1,1,1,1,1,1,0,NA,1,NA,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,2.695667744,9.274024963,0.828333557,9.411363602,0.780333817,1.860666752,2.629002094,0.875,0.328332514,-1.000006437,NA,1.741334319,NA,3.721666336,0.695000947,-1.045333385,0.421662152,0.732334077,3.333355427,5.614356518,0.655001163,0.541668415,0.452334613,0.637667894,-1.053333402,-1.162666082,0.616998792,2.680335283,3.199992657,1.704000354,1.754001021,1.662001133,2.996044159,2.996023178,2.996022224,10.98806,-1.774007797,0.475663066,0.41566205,0.462996185
TU-zso-20,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,NA,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2.529001951,4.994051933,0.548335075,2.996021271,0.177663296,1.618001342,0.676999807,0.340332717,-1.000006437,-1.000006437,0.475663066,-1.000011683,-1.210666299,3.29500103,-0.606666446,0.096328579,-1.000011683,-1.000006437,3.01403594,5.365709305,NA,-1.000006437,0.126995772,-1.000006437,0.294998616,0.461662829,0.236325696,-1.000011683,-1.000006437,-1.141332865,-1.084666491,1.65933454,2.996020317,4.994006157,2.996003628,6.992040634,-0.107333094,-0.316666782,-0.5126701,-0.724673688
TU-ztw-92,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.000006437,0.998007953,-1.000006437,-0.630008459,NA,-1.000006437,-0.001006409,-1.000006437,-1.000006437,-1.000006437,-1.000011683,-1.000011683,-1.46666491,-1.000006437,-1.000006437,-1.055999994,-1.000011683,-1.000006437,-0.001009255,0.99801445,-1.000006437,-1.000006437,0.575001597,-1.000006437,-1.189333081,-1.021999955,-1.000011683,-1.000011683,-1.000006437,-1.000011683,-1.000011683,-1.000006437,-1.000006437,-1.000006437,-1.000006437,-1.000006437,-1.279332757,-1.000011683,-1.690673113,-1.000011683
TU-zxe-23,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2.43033433,3.995046616,0.184330076,2.996020555,0.181663364,1.259331346,0.626998961,0.002993666,-1.000006437,-1.000006437,-1.000011683,-1.000011683,-1.000006437,-3.586649418,-1.000006437,-1.000006437,-1.000011683,-1.000006437,0.998012125,2.996055126,-1.000006437,-1.000006437,0.380333394,-1.000006437,-1.000006437,-1.000011683,-1.000011683,-0.001006707,-1.000006437,1.171991348,1.146657586,-1.000006437,2.996018887,-1.000006437,2.996006966,2.996008635,-1.776007891,-1.000011683,-1.000011683,-1.000011683
TU-jwf-110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.000006437,-1.000011683,-1.000006437,-1.000011683,-1.000006437,-1.000006437,-1.000011683,-1.000006437,-1.000006437,-1.000006437,-1.000011683,-1.000011683,-1.210666299,-3.146645784,-1.000006437,-1.000006437,-1.000011683,-1.000006437,-1.000011683,-0.00098999,-1.000006437,-1.000006437,-1.000006437,-1.000006437,-1.000006437,-1.000011683,-1.000011683,-1.000011683,-1.000006437,-1.067333221,-1.078666568,-1.000006437,-1.000006437,-1.000006437,-1.000006437,-1.000006437,-1.000011683,-1.000011683,-1.000011683,-1.000011683
TU-djg-100,1,0,1,1,1,1,1,1,1,1,1,0,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,2.6423347,7.991061211,0.621667981,9.044054985,0.477668375,1.806000352,2.509005785,0.785667121,0.643001199,0.52966851,0.648999333,-0.896009922,NA,3.373662472,0.491001934,0.635001302,-0.648005724,0.288331836,3.096706152,5.271383286,0.453667969,-1.000006437,0.739000678,0.464334816,0.46300146,0.61433208,0.616998792,1.582676649,0.997993588,1.62066555,1.458662868,1.663334489,2.996040344,0.997993588,3.368021011,10.98804283,-0.251999021,-0.866009414,-0.326666951,-1.000011683
TU-qgv-95,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.489001989,7.991052628,0.719000816,0.737666845,-0.001006424,1.672667742,0.645665944,0.675001025,-0.521331668,0.142996043,0.592998385,-1.000011683,-1.13866663,3.165664196,-1.185333014,-1.131999969,-1.000011683,0.399000376,3.406692028,5.377042294,-1.000006437,-1.000006437,0.660334468,0.250997871,-1.077333331,-1.050666571,-0.530003726,1.428024292,0.997993588,-1.173332691,-1.336000443,1.632667899,3.052045345,1.088654995,0.997993588,10.98804283,-1.179999352,-0.235999063,-1.105999708,-0.31400007
TU-ukc-168,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2.717000961,7.991049767,0.775000513,7.991054535,0.705667555,0.157662958,0.801000714,0.81366694,0.500335336,0.548335075,0.707000315,1.376661539,0.070994817,3.578999996,0.471001595,0.42700085,-1.000011683,0.306998819,3.409352303,5.484701633,0.297665328,0.184330076,0.812333643,0.484335154,0.197663635,0.666999638,-1.000011683,0.998054802,0.997993588,-1.233332396,-1.651339054,1.656667829,2.996025562,4.994037628,2.996031284,10.98804569,-1.440668821,-1.000011683,-1.476669431,0.314327002
TU-uur-75,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2.711667538,7.991054535,0.744333982,9.138710976,0.544335127,1.734000802,2.615003586,0.733667374,0.659001112,0.705667555,0.648999333,1.508663654,-1.151999831,3.63499999,0.496335357,0.513668597,-1.000011683,-1.000006437,3.408019066,5.577362061,0.555001736,0.088328443,0.601668119,0.420334071,-1.129333377,0.678333163,0.612998724,0.998053133,0.997990966,-1.127999544,-1.071999907,-1.000006437,2.996050596,0.997985721,2.996020555,10.98805714,-1.208665848,-1.000011683,-1.225332379,0.183658138
