User,L1.6.2,L1.21.1,L1.4.3,L1.23.1,L2.10.1,L2.17.1,L2.29.1,L2.2.1,L3.9.1,L3.11.1,L3.21.1,L3.18.1,L4.3.1,L4.16.1,L4.13.1,L4.22.1,L5.15.1,L5.9.1,L5.24.1,L5.26.1,L6.11.1,L6.29.2,L6.9.1,L6.12.2,L7.16.1,L7.17.1,L7.22.1,L7.25.1,L8.3.3,L8.19.1,L8.30.1,L8.11.1,L9.21.1,L9.24.1,L9.8.1,L9.3.1,L10.16.1,L10.21.1,L10.7.1,L10.22.3,P1.6.2,P1.21.1,P1.4.3,P1.23.1,P2.10.1,P2.17.1,P2.29.1,P2.2.1,P3.9.1,P3.11.1,P3.21.1,P3.18.1,P4.3.1,P4.16.1,P4.13.1,P4.22.1,P5.15.1,P5.9.1,P5.24.1,P5.26.1,P6.11.1,P6.29.2,P6.9.1,P6.12.2,P7.16.1,P7.17.1,P7.22.1,P7.25.1,P8.3.3,P8.19.1,P8.30.1,P8.11.1,P9.21.1,P9.24.1,P9.8.1,P9.3.1,P10.16.1,P10.21.1,P10.7.1,P10.22.3
TU-nrs-175,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2.303665638,6.992046356,0.68033433,4.121721268,0.190996855,0.704334259,2.629669905,0.8203336,-1.000006437,0.377666682,0.416995406,1.409995317,-1.725335121,3.157666683,0.479001731,-1.000006437,-1.000011683,0.057661258,1.997051239,2.99606204,-1.000006437,-1.000006437,-1.000006437,-1.000006437,-1.936005354,0.430995643,0.548330963,0.998037517,0.997993588,-1.34666729,1.520663977,1.498002052,2.99601531,2.995991707,2.996019125,6.992032528,-1.846675634,-1.000011683,-1.352667332,-1.000011683
TU-ntn-174,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,NA,1,NA,0,1,0,0,0,0,0,2.679667711,4.994049072,0.1896635,4.994056702,0.491001934,1.357999682,2.382355213,0.169663161,-1.000006437,0.258998007,0.152324274,1.193325043,-1.000006437,2.82967782,-1.000006437,-1.325332284,-1.000011683,-1.000006437,3.282697201,5.376041412,0.34566614,-1.000006437,0.198996991,-1.000006437,0.292331904,0.446329236,0.61766547,-1.000011683,0.997993588,1.563997984,NA,1.552668452,NA,2.995997906,2.995999575,8.990046501,-1.462002516,-1.000011683,-1.858675957,-1.000011683
TU-nyy-155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,2.69033432,9.058045387,0.777667165,9.325368881,0.643001199,1.767333865,2.327669621,0.785667121,0.589668155,0.616334677,0.638332486,1.119990468,0.281665057,3.578999996,0.29366526,0.48566851,0.613665402,0.435000986,3.473350763,5.568695068,0.596334815,0.421667427,0.684334338,0.487001866,0.43366763,0.723000586,0.59166503,2.17904067,0.997993588,1.661332965,1.688666821,1.542001843,4.994039059,4.994042873,2.996037006,10.98805237,-1.814675093,-1.000011683,-1.654672384,0.003655087
TU-ohz-277,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.545001745,2.996043921,0.495002002,3.995044231,-1.000006437,1.754000664,0.570998013,0.325665802,-1.000006437,-1.000006437,-0.324666917,-0.001333333,-1.1693331,-1.530299306,-1.965339184,-1.000006437,-1.000011683,-1.000006437,0.998012364,1.997004986,-1.000006437,-1.000006437,0.07632824,-1.000006437,-1.000006437,-1.109999657,-1.000011683,-1.000011683,0.997993588,-1.138666153,-1.082666516,-1.000006437,0.997991681,1.329995036,-0.002666667,-0.002666667,-1.458002448,-1.000011683,-1.709340096,-1.000011683
TU-oop-32,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,2.629001379,5.993040085,0.483001798,5.993050098,0.468334883,1.526001811,0.554331064,0.635001302,0.431000918,0.248331159,0.473663032,1.451996088,-1.000006437,3.341667652,0.194996923,0.488335222,0.028322171,-1.000006437,3.276020765,5.583693981,0.206997126,0.200330347,0.652334511,0.220330685,0.379000038,0.540330827,-1.000011683,2.666335106,0.997993588,-1.169332743,1.609332085,1.193996906,2.996046066,4.994012356,2.996025562,10.98805714,-1.000011683,-1.000011683,0.13099058,-1.000011683
TU-pbs-163,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,2.613001347,-1.000011683,-1.000006437,-1.000011683,0.336332649,1.759333968,0.737667501,-1.000006437,-1.000006437,-0.470664799,-0.001333333,-0.001333333,-1.418665051,-2.023629665,-1.243999362,-1.053333402,-0.582671285,-0.002666667,-0.001333333,NA,-1.000006437,-0.656000614,-0.002666667,-0.002666667,-1.069333315,-1.131332874,NA,-0.001333333,-1.000006437,-1.125332952,-1.083333135,-1.000006437,NA,NA,NA,-0.002666667,-1.000011683,-1.000011683,-1.000011683,-1.000011683
TU-php-71,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,-0.002666667,-0.001333333,-1.000006437,1.610001445,-0.368667662,-0.002666667,-1.000006437,-0.203999579,-0.001333333,-0.001333333,-1.21733284,-2.213336945,-1.718668342,-1.000006437,-1.000011683,-0.656000614,NA,-0.000666667,-1.000006437,-1.000006437,-0.285332471,-0.002666667,-1.000006437,-1.000011683,-1.000011683,-1.000011683,-1.000006437,1.187991619,1.160657883,-1.000006437,-1.000006437,0.997993588,-1.000006437,-1.000006437,-1.475336075,-0.915343583,-0.001333333,-0.001333333
TU-pqw-154,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,2.754333973,5.993059635,0.669667721,9.038041115,0.465668172,1.664667726,0.815000653,0.720334172,0.479001731,0.507001996,0.637665808,1.486663342,-1.000006437,3.404333591,0.557668328,0.532335162,-0.747340739,-0.002666667,-0.001333333,5.433036804,0.445667833,0.144329399,0.675001025,0.262998074,0.521668553,0.544330895,0.579664826,2.551016092,0.997993588,1.645332694,-1.207332492,1.614001393,4.994020939,4.994035244,2.99602747,8.990048409,-1.412668347,-0.274666071,-0.001333333,-1.000011683
TU-psg-270,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2.775667191,9.028718948,0.811000347,9.020056725,0.661667824,1.878000021,0.763667583,0.847000122,0.708334208,0.172329873,0.721000552,1.596665144,0.366999835,3.672333241,-1.353332162,-1.245332718,0.31166029,0.671001077,3.500019073,5.555028915,-1.000006437,0.31633231,0.792333722,0.277664989,0.664334416,0.836333871,0.58166486,0.998053372,3.105326891,1.679999948,1.72800076,1.478001714,2.996003389,2.996026993,0.997991681,-1.000006437,-1.157999396,-1.000011683,-1.120666265,-1.000011683
TU-pzp-129,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2.267664909,4.994040489,0.158996314,6.992048264,0.364333123,0.27099821,2.207669735,0.328332514,0.26433143,-1.000006437,0.444329202,-1.000011683,-1.26533258,-2.34665513,0.200330347,0.364333123,0.134990647,-1.000006437,3.122703314,5.081060886,-1.000006437,-1.000006437,0.229664177,-1.000006437,-1.684001088,0.647665977,0.570331335,0.998046935,0.997993588,-1.486002922,1.544664383,-1.000006437,2.995998859,4.994027615,2.996020317,6.992035389,-1.347333908,-0.50933671,-1.48333621,-1.000011683
TU-qom-53,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2.322332382,4.994046211,0.500335336,2.03835845,0.476335019,1.800667048,2.44366312,0.245664448,0.088328443,0.370999902,0.494996727,-1.000011683,-1.000006437,3.433667183,0.145662755,0.285665125,-1.000011683,0.273664922,3.106025934,5.062397003,0.04699441,-1.000006437,0.657667816,0.07632824,-1.000006437,0.42566222,-0.872009516,-0.001006409,-1.000006437,-1.145332813,1.433329105,1.47933507,2.996020317,2.995995045,2.996011257,4.994053364,-1.848009109,-1.000011683,-1.253998995,-1.000011683
TU-qtq-353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.000006437,-0.001011378,-1.000006437,-0.001006409,-1.000006437,0.121662341,-1.000011683,-1.000006437,-1.000006437,-1.000006437,-1.000011683,-1.000011683,-1.610666513,-1.000006437,-1.969339252,-1.105333328,-1.000011683,-1.000006437,-1.000011683,3.995060921,-1.000006437,-1.000006437,0.326999158,-1.000006437,-1.161333203,-1.031999946,-1.000011683,-0.001006409,-1.000006437,-1.000011683,-1.000011683,1.155329585,2.996010065,-1.000006437,-1.000006437,-1.000006437,-1.307999849,-1.000011683,-1.740007162,-1.000011683
TU-rmc-102,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-1.000006437,5.993049622,0.565668344,5.993047237,0.457668036,1.41400063,0.72833401,0.701667547,0.288331836,0.364333123,0.409661949,1.577998161,-1.2239995,2.925666571,-1.426665068,0.459001392,-1.000011683,0.437667698,3.239361763,5.327711105,0.124329053,-1.000006437,0.469668239,0.2349976,0.253664583,0.560997844,0.390328288,-0.001007243,-1.000006437,-1.113332987,-1.094666481,-1.000006437,2.996032715,0.997989297,2.996032,10.98804951,-1.203332543,-1.000011683,-1.141999483,-1.000011683
TU-sbr-94,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.000006437,-0.001006409,NA,-0.001010015,-1.000006437,-1.000006437,-1.000011683,-1.000006437,-1.000006437,-1.000006437,-1.000011683,-1.000011683,-1.734668612,-1.000006437,-1.000006437,-1.083999991,-1.000011683,-1.000006437,-1.000011683,1.997039557,-1.000006437,-1.000006437,-1.000006437,-1.000006437,-1.105333328,-1.077333212,-1.000011683,-0.001010209,-1.000006437,-1.000011683,-1.000011683,-1.000006437,-1.000006437,0.99799335,-1.000006437,0.997993588,-1.000011683,-1.000011683,-1.000011683,-1.000011683
TU-sdo-355,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2.510335445,5.993057251,0.653667808,4.068374157,-1.000006437,-1.000006437,0.811000645,0.637667894,0.468334883,0.568334937,0.508996964,-1.000011683,0.022994004,1.471011281,0.318999022,0.360333055,-1.000011683,0.419000715,-0.001007541,-0.000988559,-1.000006437,-1.000006437,0.676334381,0.11232885,-1.1693331,-1.021999955,0.595665097,0.99805361,0.997993588,-1.069999933,-1.072666526,1.500668645,2.99603653,0.997993588,2.996011257,2.99600029,-1.29799974,-1.000011683,-1.216665745,-1.000011683
TU-sgg-171,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,2.507668734,9.283371925,0.809666991,4.595674515,0.611001372,1.866000056,0.797667444,0.872333288,0.68033433,0.673667729,0.771000922,1.437329173,-1.202666283,3.717666626,0.519001901,0.624334693,0.487663269,0.760333896,3.512686491,5.591359138,0.559001684,0.472334951,0.817666948,0.531001806,-1.106666684,0.714333773,0.614998758,-1.000011683,3.038659096,1.718667269,1.644665956,1.75533402,4.99403286,4.994027615,2.996049166,10.98805714,-1.213332415,-1.000011683,-1.06066668,0.157657698
TU-swx-158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2.850333452,9.430698395,0.824333549,9.481354713,0.785667121,1.806000352,2.623004198,0.853666782,0.744333982,0.752333999,0.759667635,1.78866756,0.509668589,3.717666626,0.659001112,0.752333999,0.494996727,0.701667547,3.567350864,5.644023418,0.657667816,0.557668328,0.79633373,0.692334294,0.757667303,0.783000827,0.612998724,2.74300766,3.171994686,1.711333752,1.712667227,1.752667308,3.458687782,5.167356491,3.43600893,11.10138512,-1.302666426,0.732334077,0.664999604,0.520997167
TU-syo-274,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.783667088,9.01006031,0.564334989,-0.153333411,0.551001728,0.413667291,0.809000671,0.671001077,0.495002002,0.647001207,0.762334287,1.732667446,-1.194666266,0.196834296,-1.226666093,0.73500073,-1.000011683,-1.000006437,3.395354509,5.563694477,0.197663635,-1.000006437,-1.000006437,0.43366763,-1.250666022,0.673666418,-1.000011683,-0.001007959,0.997993588,1.379328251,-1.384001255,-1.000006437,2.996046782,0.997993588,0.997986913,-1.000006437,-1.169332743,-1.000011683,-1.1293329,-1.000011683
TU-tfe-271,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,2.669001102,9.118044853,0.613668084,-1.083666563,0.673667729,1.828666925,0.738334179,0.532335162,0.551001728,-1.000006437,0.53633076,1.724667311,-1.183999658,3.234999657,0.564334989,0.623001337,0.526997268,0.535001814,3.420691252,5.452364445,0.472334951,0.338999361,0.79633373,0.571001649,-1.05733335,0.752334297,0.604998589,2.690341473,0.997993588,1.698000193,1.559997916,1.666001081,4.994040489,4.994019985,-1.000006437,10.98805332,-1.000011683,-1.000011683,-1.784008026,0.158991054
TU-tfm-121,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,2.60500145,9.086050987,0.732334077,7.991054535,0.744333982,1.876666665,0.782334149,0.797667027,0.500335336,0.301665395,0.554997742,1.649332762,0.358999699,3.521666527,-1.190666318,0.684334338,0.41899544,0.685667634,3.344027042,5.487700462,0.568334937,0.481668442,0.573668242,0.370999902,0.503001988,0.698333502,0.615665436,0.998048127,0.997993588,-1.141999483,-1.071999907,1.620668054,4.994044781,4.99403429,2.996019363,10.98805523,-1.125332952,-1.000011683,0.430328965,0.266992867
TU-tkw-119,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,2.782333851,7.991052628,0.776333809,9.014720917,0.752333999,1.854000092,2.597004175,0.673667729,0.68033433,0.673667729,0.66966635,1.712667227,-1.279999137,-0.024498351,0.370999902,0.708334208,-1.000011683,0.709667563,3.382022619,5.590692997,0.565668344,0.342999429,0.575001597,0.484335154,-1.363998771,-1.03399992,0.603665233,0.998055518,0.997993588,-1.220665812,1.637332559,1.658001184,4.994046688,4.994011402,2.996040583,8.990035057,-1.119999647,-1.000011683,-1.07799983,0.33766073
TU-tmb-96,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2.614334822,6.992050171,0.623001337,6.992055893,0.573668242,1.548668385,0.745000958,0.399000376,0.544335127,0.531001806,0.419662118,-1.000011683,-1.470664859,-1.000006437,0.301665395,0.408333868,-1.000011683,0.177663296,3.068043232,5.410373211,0.104328714,0.084328376,0.552335024,0.444334477,0.242997736,0.486329913,-1.000011683,-0.001006588,-1.000006437,1.365327954,1.655999541,-1.000006437,2.996031761,0.997993588,2.995998144,6.992033958,-0.570671082,-1.000011683,-0.368667662,-1.000011683
TU-tss-66,0,0,0,0,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.870670915,-0.014666668,-0.002666667,-0.001333333,-1.000006437,NA,-0.002,NA,NA,-0.016000001,NA,-0.006000001,NA,-1.000006437,NA,-0.016000001,-0.524670303,-0.016000001,NA,-0.003,-1.000006437,-0.009333334,-0.014666668,-0.026666669,-0.345332146,-0.013333335,-0.008,-0.005333334,-0.266665906,-0.006000001,-0.005333334,-0.010666667,-0.237332731,-0.012000001,-0.006666667,-0.013333335,-0.179999366,-0.006000001,-0.006666667,-0.004666667
TU-uac-98,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.6423347,7.991053581,0.540335119,7.991051674,0.415000647,1.706000924,2.559665442,0.469668239,0.552335024,0.515001893,0.580331504,-0.26199919,-1.52399838,2.953666925,0.358999699,0.508335292,-0.459335864,0.384333462,3.064696074,5.469701767,0.321665734,0.16032967,0.620334685,0.379000038,0.265664786,0.50699693,-1.000011683,-1.000011683,-1.000006437,1.465996265,1.564664602,-1.000006437,3.310682774,1.304663181,0.997993588,6.992016315,-0.265999258,-0.378667831,-0.337333798,-1.000011683
TU-ukx-7,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2.667667866,3.995047092,0.697667599,9.142041206,0.651001215,1.708667517,0.621665537,0.565668344,0.349666208,0.579001546,0.280993104,1.143990874,-1.139999986,3.264334202,-1.214666247,0.625667989,0.192324951,0.284331769,3.284689188,5.214721203,NA,0.301665395,0.366999835,0.274998277,0.423000783,0.395661712,0.569664657,-0.001006588,0.997993588,1.412662029,1.667333126,1.28066504,2.996041059,2.996028423,0.997988105,2.996026516,-1.405334949,-1.000011683,-1.000011683,-1.000011683
TU-ung-43,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,2.803667068,6.00572443,0.775000513,6.992053032,-1.000006437,1.811333656,2.406329632,0.763000607,0.314998955,0.282998413,0.576998115,-0.855342567,-1.190666318,3.548333645,0.372333258,0.479001731,-1.000011683,-1.000006437,3.176699877,5.14039278,-1.000006437,0.154996246,0.265664786,0.431000918,0.257664651,0.465662897,0.609665334,0.998056233,0.997993588,1.499330282,1.563331366,1.492668629,2.996045351,2.996013403,3.217343807,8.990046501,-1.300666451,-1.000011683,0.359661102,-1.000011683
TU-upf-167,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,NA,1,NA,0,0,1,1,1,0,1,1,0,0,0,0,0,2.186330318,5.99304533,-1.000006437,1.368685961,-1.000006437,1.65933454,2.474348307,0.655001163,-1.000006437,0.210997194,0.618998826,-1.000011683,-1.000006437,3.629666328,-1.76800251,0.412333935,0.103656784,-1.000006437,3.242689133,5.365708828,0.121662341,-1.000006437,0.412333935,0.258998007,NA,0.420995474,NA,-0.001006409,-1.000006437,1.42199564,1.664666414,1.620668054,2.996041059,4.994031906,2.99599719,0.997993588,-1.49000299,-1.000011683,-1.791341424,-1.000011683
TU-upx-276,1,0,1,0,1,1,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,2.182330132,1.997034311,0.192330211,1.997032166,0.467001528,1.57400167,0.612332046,NA,-1.000006437,-1.000006437,-0.069999963,-0.001333333,-1.853337288,0.015022168,-1.668000817,0.138995975,-1.000011683,0.032327496,1.997044802,2.996059895,-0.201332927,-0.002666667,-0.002666667,-0.002666667,-1.000006437,-0.145999551,NA,-0.001333333,-1.000006437,-1.728007078,-0.034666669,-0.002666667,2.99600172,NA,-0.002666667,-0.002666667,-1.358667374,-1.000011683,-1.346000552,-0.157332823
TU-vqq-56,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.583668232,3.995045662,0.58433485,3.995054722,0.27099821,0.745667338,1.724000692,0.369666547,0.399000376,-1.000006437,-1.000011683,-1.000011683,-1.202666283,-6.719961643,-1.373332024,-1.178666472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TU-vrf-128,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,-1.000006437,6.992053032,0.557668328,9.254706383,-1.530998588,1.703334212,0.792334139,0.841666818,-1.000006437,0.74166739,0.686999977,1.349994421,-1.210666299,0.259500623,-0.152999818,-1.136000037,0.189658239,-1.000006437,3.43535614,5.526698112,0.066994749,0.110995494,0.659001112,0.551001728,-1.113333344,-1.026666641,0.615665436,0.998050034,3.025327682,-1.069333315,-1.113332987,-1.000006437,4.994043827,4.994042397,2.996020794,10.98804569,-1.231332421,-1.000011683,-1.083333135,0.291659951
TU-vto-159,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2.835666895,NA,NA,NA,NA,NA,NA,NA,0.759000599,0.760333896,0.769667566,1.541997671,0.508335292,3.732333183,0.691000938,0.753667295,0.703000247,0.764333904,3.521356106,5.716351509,0.644334555,0.533668518,0.483001798,0.727000773,0.643001199,0.842333853,0.616998792,2.797003269,3.26132679,1.79200089,1.820000648,1.743334055,5.110031605,3.244007587,3.145344973,11.34803391,0.736334145,0.537664115,-1.209999204,-0.888676465
TU-vyk-81,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,NA,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2.316998959,7.99105072,0.713667512,1.480676651,0.500335336,1.738000751,0.724333942,0.595001459,0.370999902,0.487001866,0.263659477,1.517330527,0.104328714,0.252833992,-1.267999291,0.671001077,-1.000011683,-1.000006437,NA,5.214715481,-1.000006437,0.173663229,0.42700085,0.326999158,-1.203999639,0.646332622,-1.000011683,0.998048365,0.997991323,-1.400668144,1.657332897,-1.000006437,4.994019508,2.996022701,2.996005535,6.992034912,-1.407334924,-1.000011683,-1.335333705,-1.000011683
TU-vyw-18,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2.689001083,7.991055489,0.749667287,7.991061211,0.452334613,1.667334437,2.477665663,0.849666774,0.552335024,0.329665869,0.567664623,1.396661758,-1.000006437,3.157664299,0.46300146,-1.121333361,-1.000011683,-1.000006437,3.378692627,5.472035408,0.30033204,0.05366119,-1.000006437,0.415000647,-1.403998494,-1.334000349,-0.544003963,2.69567275,-0.668000817,-1.097999811,-1.078666568,1.675334334,2.996042252,2.996010303,2.995996475,10.98804092,-1.358000755,-0.61333847,-1.247998953,-1.000011683
TU-vyy-149,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2.234331131,5.993047714,0.180330008,7.991052628,0.330999225,1.746000648,0.769000888,0.469668239,0.314998955,0.168329805,0.172324613,1.293326735,-1.000006437,3.230994701,-1.000006437,0.38166675,-1.000011683,0.133662552,3.210023403,5.250049591,0.328332514,-1.000006437,0.461668104,-1.000006437,0.226997465,-1.275332689,-1.000011683,0.998004258,0.997993588,-1.361334085,1.29532671,1.195330262,-1.000006437,4.994032383,0.997993588,4.994036198,-1.000011683,-1.000011683,-1.223332405,-1.000011683
TU-xmp-55,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,-1.000006437,1.997046471,-1.000006437,5.037374496,0.216330618,1.776667237,2.513680935,0.334999293,0.190996855,0.533668518,0.570331335,-1.000011683,-1.000006437,-0.4551723,0.201663703,0.312332243,-1.000011683,-1.000006437,3.100034714,5.09739399,0.089661799,0.362999767,0.564334989,0.397667021,0.246997803,-1.151332855,-1.000011683,-0.001006409,-1.000006437,-1.534670353,-1.429335356,1.463334799,2.995995522,2.995999575,0.997993588,8.990038872,-0.640005589,NA,NA,NA
TU-xnk-148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,2.730334282,9.036717415,0.787000418,9.020724297,0.709667563,1.881999969,2.529010773,0.870999992,0.701667547,0.575001597,0.786334157,1.766000986,0.391000241,3.628333092,0.78966713,0.71100086,0.663666248,0.528335214,3.590016842,5.641024113,0.672334433,0.420334071,0.537668467,0.601668119,-1.061333418,-1.118666291,0.61766547,0.998052895,3.231993198,-1.123332977,1.834000587,1.756667256,4.994038582,4.994040012,2.996043205,10.98805046,-1.000011683,0.37032795,-1.000011683,0.468329608
TU-xxr-85,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,2.02632761,9.451361656,0.784333825,9.43136692,0.661667824,1.875333309,0.781000853,0.84433347,0.625667989,0.576334953,0.775667548,1.405328631,0.429667562,3.736333132,0.675001025,0.747000694,0.711000383,0.523001909,3.579350233,5.629024982,0.641667902,0.521668553,0.671001077,0.653667808,-1.041333318,0.787667453,0.616998792,0.998040617,3.039990664,1.706000328,1.635999203,1.484668493,4.994033337,4.994045734,2.996015072,10.98806095,-1.53533709,0.268326223,-1.975344539,0.302993476
TU-ydu-108,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.328999281,1.997027397,-1.000006437,-1.000011683,-1.839003682,1.316665649,-1.000011683,-1.000006437,-1.000006437,-1.000006437,-1.000011683,-1.000011683,-1.37466538,-4.333317757,NA,-1.000006437,-1.000011683,-1.000006437,-1.000011683,-0.999969602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TU-yqq-152,1,0,1,0,1,1,0,1,NA,1,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.755667448,4.994045734,0.660334468,6.992054939,0.585668206,1.694000959,0.765667617,0.643001199,NA,0.366999835,NA,1.564664602,-1.000006437,3.396334171,0.088328443,-1.215999484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
