"Step","PPO (default), operant training, aai_timescale=1, 2M steps - rollout/ep_rew_mean","PPO (default), operant training, aai_timescale=1, 2M steps - rollout/ep_rew_mean__MIN","PPO (default), operant training, aai_timescale=1, 2M steps - rollout/ep_rew_mean__MAX"
"93","-0.98471599817276","-0.98471599817276","-0.98471599817276"
"94","-0.98471599817276","-0.98471599817276","-0.98471599817276"
"95","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"96","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"97","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"98","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"99","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"100","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"101","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"102","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"103","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"104","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"105","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"106","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"107","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"108","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"109","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"110","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"111","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"112","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"113","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"114","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"115","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"116","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"117","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"118","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"119","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"120","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"121","-0.973363995552063","-0.973363995552063","-0.973363995552063"
"122","-0.9882479906082153","-0.9882479906082153","-0.9882479906082153"
"123","-0.9882479906082153","-0.9882479906082153","-0.9882479906082153"
"124","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"125","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"126","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"127","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"128","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"129","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"130","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"131","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"132","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"133","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"134","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"135","-0.9724000096321106","-0.9724000096321106","-0.9724000096321106"
"136","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"137","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"138","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"139","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"140","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"141","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"142","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"143","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"144","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"145","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"146","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"147","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"148","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"149","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"150","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"151","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"152","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"153","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"154","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"155","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"156","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"157","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"158","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"159","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"160","-0.9837520122528076","-0.9837520122528076","-0.9837520122528076"
"161","-0.9701240062713623","-0.9701240062713623","-0.9701240062713623"
"162","-0.9701240062713623","-0.9701240062713623","-0.9701240062713623"
"163","-0.9701240062713623","-0.9701240062713623","-0.9701240062713623"
"164","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"165","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"166","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"167","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"168","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"169","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"170","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"171","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"172","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"173","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"174","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"175","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"176","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"177","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"178","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"179","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"180","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"181","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"182","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"183","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"184","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"185","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"186","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"187","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"188","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"189","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"190","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"191","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"192","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"193","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"194","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"195","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"196","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"197","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"198","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"199","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"200","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"201","-0.985971987247467","-0.985971987247467","-0.985971987247467"
"202","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"203","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"204","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"205","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"206","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"207","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"208","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"209","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"210","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"211","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"212","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"213","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"214","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"215","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"216","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"217","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"218","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"219","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"220","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"221","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"222","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"223","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"224","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"225","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"226","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"227","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"228","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"229","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"230","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"231","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"232","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"233","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"234","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"235","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"236","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"237","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"238","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"239","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"240","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"241","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"242","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"243","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"244","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"245","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"246","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"247","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"248","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"249","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"250","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"251","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"252","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"253","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"254","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"255","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"256","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"257","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"258","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"259","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"260","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"261","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"262","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"263","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"264","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"265","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"266","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"267","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"268","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"269","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"270","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"271","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"272","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"273","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"274","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"275","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"276","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"277","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"278","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"279","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"280","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"281","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"282","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"283","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"284","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"285","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"286","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"287","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"288","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"289","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"290","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"291","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"292","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"293","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"294","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"295","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"296","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"297","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"298","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"299","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"300","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"301","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"302","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"303","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"304","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"305","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"306","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"307","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"308","-0.9892719984054565","-0.9892719984054565","-0.9892719984054565"
"309","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"310","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"311","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"312","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"313","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"314","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"315","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"316","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"317","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"318","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"319","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"320","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"321","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"322","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"323","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"324","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"325","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"326","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"327","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"328","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"329","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"330","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"331","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"332","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"333","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"334","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"335","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"336","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"337","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"338","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"339","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"340","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"341","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"342","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"343","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"344","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"345","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"346","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"347","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"348","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"349","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"350","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"351","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"352","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"353","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"354","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"355","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"356","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"357","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"358","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"359","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"360","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"361","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"362","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"363","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"364","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"365","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"366","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"367","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"368","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"369","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"370","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"371","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"372","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"373","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"374","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"375","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"376","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"377","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"378","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"379","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"380","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"381","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"382","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"383","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"384","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"385","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"386","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"387","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"388","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"389","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"390","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"391","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"392","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"393","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"394","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"395","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"396","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"397","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"398","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"399","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"400","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"401","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"402","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"403","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"404","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"405","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"406","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"407","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"408","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"409","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"410","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
