"Step","PPO (default), operant training, aai_timescale=1, 2M steps - rollout/ep_rew_mean","PPO (default), operant training, aai_timescale=1, 2M steps - rollout/ep_rew_mean__MIN","PPO (default), operant training, aai_timescale=1, 2M steps - rollout/ep_rew_mean__MAX"
"411","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"412","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"413","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"414","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"415","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"416","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"417","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"418","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"419","-0.9876760244369507","-0.9876760244369507","-0.9876760244369507"
"420","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"421","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"422","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"423","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"424","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"425","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"426","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"427","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"428","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"429","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"430","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"431","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"432","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"433","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"434","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"435","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"436","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"437","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"438","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"439","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"440","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"441","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"442","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"443","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"444","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"445","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"446","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"447","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"448","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"449","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"450","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"451","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"452","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"453","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"454","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"455","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"456","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"457","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"458","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"459","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"460","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"461","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"462","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"463","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"464","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"465","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"466","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"467","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"468","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"469","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"470","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"471","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"472","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"473","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"474","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"475","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"476","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"477","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"478","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"479","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"480","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"481","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"482","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"483","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"484","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"485","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"486","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"487","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"488","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"489","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"490","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"491","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"492","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"493","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"494","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"495","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"496","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"497","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"498","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"499","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"500","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"501","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"502","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"503","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"504","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"505","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"506","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"507","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"508","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"509","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"510","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"511","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"512","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"513","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"514","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"515","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"516","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"517","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"518","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"519","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"520","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"521","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"522","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"523","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"524","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"525","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"526","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"527","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"528","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"529","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"530","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"531","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"532","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"533","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"534","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"535","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"536","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"537","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"538","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"539","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"540","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"541","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"542","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"543","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"544","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"545","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"546","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"547","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"548","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"549","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"550","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"551","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"552","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"553","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"554","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"555","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"556","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"557","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"558","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"559","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"560","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"561","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"562","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"563","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"564","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"565","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"566","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"567","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"568","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"569","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"570","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"571","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"572","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"573","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"574","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"575","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"576","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"577","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"578","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"579","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"580","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"581","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"582","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"583","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"584","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"585","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"586","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"587","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"588","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"589","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"590","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"591","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"592","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"593","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"594","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"595","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"596","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"597","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"598","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"599","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"600","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"601","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"602","-0.9850720167160034","-0.9850720167160034","-0.9850720167160034"
"603","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"604","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"605","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"606","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"607","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"608","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"609","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"610","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"611","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"612","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"613","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"614","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"615","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"616","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"617","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"618","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"619","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"620","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"621","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"622","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"623","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"624","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"625","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"626","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"627","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"628","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"629","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"630","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"631","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"632","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"633","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"634","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"635","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"636","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"637","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"638","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"639","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"640","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"641","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"642","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"643","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"644","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"645","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"646","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"647","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"648","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"649","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"650","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"651","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"652","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"653","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"654","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"655","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"656","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"657","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"658","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"659","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"660","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"661","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"662","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"663","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"664","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"665","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"666","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"667","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"668","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"669","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"670","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"671","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"672","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"673","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"674","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"675","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"676","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"677","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"678","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"679","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"680","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"681","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"682","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"683","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"684","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"685","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"686","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"687","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"688","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"689","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"690","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"691","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"692","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"693","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"694","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"695","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"696","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"697","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"698","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"699","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"700","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"701","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"702","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"703","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"704","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"705","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"706","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"707","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"708","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"709","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"710","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"711","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"712","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"713","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"714","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"715","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"716","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"717","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"718","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"719","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"720","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"721","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"722","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"723","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"724","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"725","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"726","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"727","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"728","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"729","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"730","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"731","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"732","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"733","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"734","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"735","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"736","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"737","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"738","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"739","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"740","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"741","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"742","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"743","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"744","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"745","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"746","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"747","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"748","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"749","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"750","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"751","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"752","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"753","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"754","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"755","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"756","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"757","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"758","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"759","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"760","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"761","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"762","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"763","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"764","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"765","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"766","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"767","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"768","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"769","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"770","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"771","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"772","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"773","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"774","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"775","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"776","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"777","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"778","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"779","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"780","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"781","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"782","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"783","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"784","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"785","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"786","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"787","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"788","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"789","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"790","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"791","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"792","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"793","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"794","-0.9995999932289124","-0.9995999932289124","-0.9995999932289124"
"795","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"796","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"797","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"798","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"799","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"800","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"801","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"802","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"803","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"804","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"805","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"806","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"807","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"808","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"809","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"810","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"811","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"812","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"813","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"814","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"815","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"816","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"817","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
"818","-0.9805200099945068","-0.9805200099945068","-0.9805200099945068"
