"Step","PPO (default), operantCurriculum E, timescale=1, 400K timesteps - rollout/ep_rew_mean","PPO (default), operantCurriculum E, timescale=1, 400K timesteps - rollout/ep_rew_mean__MIN","PPO (default), operantCurriculum E, timescale=1, 400K timesteps - rollout/ep_rew_mean__MAX","PPO (default), operantCurriculum D, timescale=1, 400K timesteps - rollout/ep_rew_mean","PPO (default), operantCurriculum D, timescale=1, 400K timesteps - rollout/ep_rew_mean__MIN","PPO (default), operantCurriculum D, timescale=1, 400K timesteps - rollout/ep_rew_mean__MAX","PPO (default), operantCurriculum C, timescale=1, 400K timesteps - rollout/ep_rew_mean","PPO (default), operantCurriculum C, timescale=1, 400K timesteps - rollout/ep_rew_mean__MIN","PPO (default), operantCurriculum C, timescale=1, 400K timesteps - rollout/ep_rew_mean__MAX","PPO (default), operantCurriculum B, timescale=1, 400K timesteps - rollout/ep_rew_mean","PPO (default), operantCurriculum B, timescale=1, 400K timesteps - rollout/ep_rew_mean__MIN","PPO (default), operantCurriculum B, timescale=1, 400K timesteps - rollout/ep_rew_mean__MAX","PPO (default), operantCurriculum A, timescale=1, 400K timesteps - rollout/ep_rew_mean","PPO (default), operantCurriculum A, timescale=1, 400K timesteps - rollout/ep_rew_mean__MIN","PPO (default), operantCurriculum A, timescale=1, 400K timesteps - rollout/ep_rew_mean__MAX"
"174","-0.09609600156545639","-0.09609600156545639","-0.09609600156545639","-0.09520000219345093","-0.09520000219345093","-0.09520000219345093","-0.49879199266433716","-0.49879199266433716","-0.49879199266433716","0.937608003616333","0.937608003616333","0.937608003616333","0.951740026473999","0.951740026473999","0.951740026473999"
"175","-0.11333200335502625","-0.11333200335502625","-0.11333200335502625","-0.08826400339603424","-0.08826400339603424","-0.08826400339603424","-0.4793800115585327","-0.4793800115585327","-0.4793800115585327","0.9401919841766357","0.9401919841766357","0.9401919841766357","0.9339879751205444","0.9339879751205444","0.9339879751205444"
"176","-0.12894000113010406","-0.12894000113010406","-0.12894000113010406","-0.1077359989285469","-0.1077359989285469","-0.1077359989285469","-0.49791601300239563","-0.49791601300239563","-0.49791601300239563","0.9263719916343689","0.9263719916343689","0.9263719916343689","0.9318079948425293","0.9318079948425293","0.9318079948425293"
"177","-0.11862800270318985","-0.11862800270318985","-0.11862800270318985","-0.12727999687194824","-0.12727999687194824","-0.12727999687194824","-0.49786800146102905","-0.49786800146102905","-0.49786800146102905","0.9273679852485657","0.9273679852485657","0.9273679852485657","0.9517719745635986","0.9517719745635986","0.9517719745635986"
"178","-0.13658000528812408","-0.13658000528812408","-0.13658000528812408","-0.13364000618457794","-0.13364000618457794","-0.13364000618457794","-0.5167639851570129","-0.5167639851570129","-0.5167639851570129","0.9468240141868591","0.9468240141868591","0.9468240141868591","0.9323520064353943","0.9323520064353943","0.9323520064353943"
"179","-0.13661199808120728","-0.13661199808120728","-0.13661199808120728","-0.15479199588298798","-0.15479199588298798","-0.15479199588298798","-0.4981119930744171","-0.4981119930744171","-0.4981119930744171","0.9463679790496826","0.9463679790496826","0.9463679790496826","0.9352719783782959","0.9352719783782959","0.9352719783782959"
"180","-0.1186240017414093","-0.1186240017414093","-0.1186240017414093","-0.17480799555778503","-0.17480799555778503","-0.17480799555778503","-0.498088002204895","-0.498088002204895","-0.498088002204895","0.9361760020256042","0.9361760020256042","0.9361760020256042","0.9562919735908508","0.9562919735908508","0.9562919735908508"
"181","-0.11664800345897675","-0.11664800345897675","-0.11664800345897675","-0.17748400568962097","-0.17748400568962097","-0.17748400568962097","-0.47859200835227966","-0.47859200835227966","-0.47859200835227966","0.9366599917411804","0.9366599917411804","0.9366599917411804","0.9171800017356873","0.9171800017356873","0.9171800017356873"
"182","-0.11525599658489227","-0.11525599658489227","-0.11525599658489227","-0.18003599345684052","-0.18003599345684052","-0.18003599345684052","-0.45974001288414","-0.45974001288414","-0.45974001288414","0.9471920132637024","0.9471920132637024","0.9471920132637024","0.8879560232162476","0.8879560232162476","0.8879560232162476"
"183","-0.10436400026082993","-0.10436400026082993","-0.10436400026082993","-0.18531599640846252","-0.18531599640846252","-0.18531599640846252","-0.4405440092086792","-0.4405440092086792","-0.4405440092086792","0.9475679993629456","0.9475679993629456","0.9475679993629456","0.8292480111122131","0.8292480111122131","0.8292480111122131"
"184","-0.10140000283718109","-0.10140000283718109","-0.10140000283718109","-0.2059520035982132","-0.2059520035982132","-0.2059520035982132","-0.4405440092086792","-0.4405440092086792","-0.4405440092086792","0.9475119709968567","0.9475119709968567","0.9475119709968567","0.786516010761261","0.786516010761261","0.786516010761261"
"185","-0.11637599766254425","-0.11637599766254425","-0.11637599766254425","-0.1830960065126419","-0.1830960065126419","-0.1830960065126419","-0.4398120045661926","-0.4398120045661926","-0.4398120045661926","0.9278920292854309","0.9278920292854309","0.9278920292854309","0.7460560202598572","0.7460560202598572","0.7460560202598572"
"186","-0.09807199984788895","-0.09807199984788895","-0.09807199984788895","-0.18293599784374237","-0.18293599784374237","-0.18293599784374237","-0.45959600806236267","-0.45959600806236267","-0.45959600806236267","0.9277759790420532","0.9277759790420532","0.9277759790420532","0.7037240266799927","0.7037240266799927","0.7037240266799927"
"187","-0.0792360007762909","-0.0792360007762909","-0.0792360007762909","-0.2008640021085739","-0.2008640021085739","-0.2008640021085739","-0.45991599559783936","-0.45991599559783936","-0.45991599559783936","0.8985080122947693","0.8985080122947693","0.8985080122947693","0.6603879928588867","0.6603879928588867","0.6603879928588867"
"188","-0.0738999992609024","-0.0738999992609024","-0.0738999992609024","-0.21916399896144867","-0.21916399896144867","-0.21916399896144867","-0.46285200119018555","-0.46285200119018555","-0.46285200119018555","0.8908360004425049","0.8908360004425049","0.8908360004425049","0.650983989238739","0.650983989238739","0.650983989238739"
"189","-0.07517199963331223","-0.07517199963331223","-0.07517199963331223","-0.2383359968662262","-0.2383359968662262","-0.2383359968662262","-0.4627879858016968","-0.4627879858016968","-0.4627879858016968","0.8881719708442688","0.8881719708442688","0.8881719708442688","0.6303560137748718","0.6303560137748718","0.6303560137748718"
"190","-0.08321599662303925","-0.08321599662303925","-0.08321599662303925","-0.25553199648857117","-0.25553199648857117","-0.25553199648857117","-0.4633679986000061","-0.4633679986000061","-0.4633679986000061","0.8648840188980103","0.8648840188980103","0.8648840188980103","0.6588960289955139","0.6588960289955139","0.6588960289955139"
"191","-0.06496399641036987","-0.06496399641036987","-0.06496399641036987","-0.25553199648857117","-0.25553199648857117","-0.25553199648857117","-0.46396398544311523","-0.46396398544311523","-0.46396398544311523","0.8996120095252991","0.8996120095252991","0.8996120095252991","0.8756639957427979","0.8756639957427979","0.8756639957427979"
"192","-0.05277999863028526","-0.05277999863028526","-0.05277999863028526","-0.2586039900779724","-0.2586039900779724","-0.2586039900779724","-0.48333999514579773","-0.48333999514579773","-0.48333999514579773","0.9431160092353821","0.9431160092353821","0.9431160092353821","0.8768879771232605","0.8768879771232605","0.8768879771232605"
"193","-0.05231599882245064","-0.05231599882245064","-0.05231599882245064","-0.2751559913158417","-0.2751559913158417","-0.2751559913158417","-0.4845919907093048","-0.4845919907093048","-0.4845919907093048","0.9214479923248291","0.9214479923248291","0.9214479923248291","0.9282439947128296","0.9282439947128296","0.9282439947128296"
"194","-0.03497600182890892","-0.03497600182890892","-0.03497600182890892","-0.2908639907836914","-0.2908639907836914","-0.2908639907836914","-0.5035399794578552","-0.5035399794578552","-0.5035399794578552","0.9162799715995789","0.9162799715995789","0.9162799715995789","0.9463239908218384","0.9463239908218384","0.9463239908218384"
"195","-0.03501199930906296","-0.03501199930906296","-0.03501199930906296","-0.30880001187324524","-0.30880001187324524","-0.30880001187324524","-0.5035160183906555","-0.5035160183906555","-0.5035160183906555","0.8934879899024963","0.8934879899024963","0.8934879899024963","0.9552080035209656","0.9552080035209656","0.9552080035209656"
"196","-0.006732000038027763","-0.006732000038027763","-0.006732000038027763","-0.32791200280189514","-0.32791200280189514","-0.32791200280189514","-0.5048879981040955","-0.5048879981040955","-0.5048879981040955","0.8685879707336426","0.8685879707336426","0.8685879707336426","0.9302480220794678","0.9302480220794678","0.9302480220794678"
"197","0.02465599961578846","0.02465599961578846","0.02465599961578846","-0.34742000699043274","-0.34742000699043274","-0.34742000699043274","-0.4881399869918823","-0.4881399869918823","-0.4881399869918823","0.8957080245018005","0.8957080245018005","0.8957080245018005","0.9293439984321594","0.9293439984321594","0.9293439984321594"
"198","0.014375999569892883","0.014375999569892883","0.014375999569892883","-0.35199201107025146","-0.35199201107025146","-0.35199201107025146","-0.46955999732017517","-0.46955999732017517","-0.46955999732017517","0.9210479855537415","0.9210479855537415","0.9210479855537415","0.955299973487854","0.955299973487854","0.955299973487854"
"199","0.03283200040459633","0.03283200040459633","0.03283200040459633","-0.35896000266075134","-0.35896000266075134","-0.35896000266075134","-0.4740560054779053","-0.4740560054779053","-0.4740560054779053","0.9437239766120911","0.9437239766120911","0.9437239766120911","0.9549559950828552","0.9549559950828552","0.9549559950828552"
