EpisodeNumber,FinalReward
0,18.753030402353033
1,18.71085603465326
2,18.847340723732486
3,18.808928770013154
4,18.587204952375032
5,18.936056076316163
6,18.80498808505945
7,-0.9995999505044892
8,18.70587343466468
9,18.89765643584542
10,18.489256469649263
11,18.93405673885718
12,15.984188356786035
13,18.913656739867292
14,18.5697886927519
15,18.900056435726583
16,18.71613422955852
17,18.937656142632477
18,18.909656196832657
19,18.91845685883891
20,18.933662590687163
21,-0.9995999505044892
22,18.839334395481274
23,18.752886338857934
24,18.914056329405867
25,18.929256858304143
26,18.886856913217343
27,18.83694658963941
28,18.894456621608697
29,18.90405638271477
30,18.640278707258403
31,18.084056118503213
32,18.905656091403216
33,16.088826175837312
34,18.764498346718028
35,18.473963067284785
36,-0.9995999505044892
37,13.644985803752206
38,18.79818251123652
39,18.70666030049324
40,18.815292373183183
41,18.927256090333685
42,18.93485631479416
43,18.81256463669706
44,18.686456565512344
45,18.928856315091252
46,15.853625472227577
47,18.88925607863348
48,18.9320562093053
49,-0.9995999505044892
50,18.713036613771692
51,18.717042836593464
52,-0.9995999505044892
53,18.85765645140782
54,18.830899125081487
55,18.905656687449664
56,-0.9995999505044892
57,18.4900833243737
58,18.571316587738693
59,18.70784822560381
60,18.169289272045717
61,18.60725585417822
62,18.186314291786402
63,18.15918898396194
64,18.033691573422402
65,-0.9995999505044892
66,18.74861839413643
67,18.271517854300328
68,18.320798808941618
69,18.862456451170146
70,18.83685650525149
71,18.83365609496832
72,9.93443028186448
73,-0.9995999505044892
74,18.887674800585955
75,8.001843927340815
76,18.917668165639043
77,18.356056237826124
78,18.88012196100317
79,18.902485669008456
80,-0.9995999505044892
81,18.43380662612617
82,18.93405638122931
83,16.104025459848344
84,18.371442853705958
85,18.91965697798878
86,18.931656858185306
87,18.882856569369324
88,18.90766289678868
89,-0.9995999505044892
90,-0.9995999505044892
91,18.904456210671924
92,18.841710603330284
93,18.776994653511792
94,18.805346763227135
95,-0.9995999505044892
96,18.344988518278114
97,18.90205597237218
98,18.77408639062196
99,18.898092130664736
