EpisodeNumber,FinalReward
0,-0.9995999505044892
1,5.829657299473183
2,9.386352263391018
3,8.675583015894517
4,9.745830355386715
5,10.147966405987972
6,6.613239189668093
7,7.060794929071562
8,-0.9995999505044892
9,3.7618267049547285
10,-0.9995999505044892
11,10.950200899416814
12,0.578384413063759
13,10.102545393805485
14,10.723813646356575
15,11.51209563636803
16,8.748575353441993
17,6.75578659135499
18,9.197685070015723
19,0.2762574822991155
20,-0.9995999505044892
21,-0.9995999505044892
22,-0.9995999505044892
23,1.7698417308565695
24,-0.9995999505044892
25,1.9374687251402065
26,2.2577131102152634
27,-0.9995999505044892
28,-0.9995999505044892
29,-0.9995999505044892
30,8.121759761532303
31,3.400700306665385
32,3.532573426840827
33,-0.9995999505044892
34,3.6528730847639963
35,1.4243415822274983
36,4.34414125198964
37,1.7878666556207463
38,5.030747439828701
39,-0.9995999505044892
40,-0.9995999505044892
41,-0.9995999505044892
42,8.839998291106895
43,3.2076977372926194
44,3.694314262480475
45,5.536729099578224
46,4.827560217352584
47,13.23494807901443
48,6.670471391349565
49,2.1940973654272966
50,0.16345748788444325
51,10.913040162675316
52,0.1083844363456592
53,-0.9995999505044892
54,-0.9995999505044892
55,-0.9995999505044892
56,9.735486499441322
57,-0.9995999505044892
58,-0.9995999505044892
59,3.587487990880618
60,9.989179978292668
61,7.1199793003324885
62,-0.9995999505044892
63,6.320091806148412
64,-0.9995999505044892
65,3.361842550919391
66,7.181238345365273
67,8.356299296981888
68,-0.9995999505044892
69,3.414123832655605
70,2.3333513376419432
71,8.925654698861763
72,12.385225221922155
73,-0.9995999505044892
74,10.433784637367353
75,3.7852642139187083
76,-0.9995999505044892
77,-0.9995999505044892
78,10.099868664547103
79,-0.9995999505044892
80,6.936752574751154
81,6.717157536651939
82,-0.9995999505044892
83,-0.9995999505044892
84,-0.9995999505044892
85,3.860047088121064
86,7.74100610538153
87,-0.9995999505044892
88,-0.9995999505044892
89,-0.02861338236834854
90,-0.9995999505044892
91,8.473651506035822
92,3.626222018763656
93,-0.9995999505044892
94,1.234443931869464
95,-0.9995999505044892
96,3.590105635987129
97,2.067058292508591
98,10.135773137008073
99,-0.9995999505044892
