"Step","PPO, foraging training, 1M steps; aai_timescale=1 - rollout/ep_rew_mean","PPO, foraging training, 1M steps; aai_timescale=1 - rollout/ep_rew_mean__MIN","PPO, foraging training, 1M steps; aai_timescale=1 - rollout/ep_rew_mean__MAX"
"483","18.28098487854004","18.28098487854004","18.28098487854004"
"484","18.278017044067383","18.278017044067383","18.278017044067383"
"485","18.377830505371094","18.377830505371094","18.377830505371094"
"486","18.347734451293945","18.347734451293945","18.347734451293945"
"487","18.334280014038086","18.334280014038086","18.334280014038086"
"488","18.376243591308594","18.376243591308594","18.376243591308594"
"489","18.372859954833984","18.372859954833984","18.372859954833984"
"490","18.373367309570312","18.373367309570312","18.373367309570312"
"491","18.391984939575195","18.391984939575195","18.391984939575195"
"492","18.418933868408203","18.418933868408203","18.418933868408203"
"493","18.416170120239258","18.416170120239258","18.416170120239258"
"494","18.490955352783203","18.490955352783203","18.490955352783203"
"495","18.759971618652344","18.759971618652344","18.759971618652344"
"496","18.806209564208984","18.806209564208984","18.806209564208984"
"497","18.80445098876953","18.80445098876953","18.80445098876953"
"498","18.848556518554688","18.848556518554688","18.848556518554688"
"499","18.964439392089844","18.964439392089844","18.964439392089844"
