"Step","PPO, foraging training, 1M steps; aai_timescale=1 - rollout/ep_rew_mean","PPO, foraging training, 1M steps; aai_timescale=1 - rollout/ep_rew_mean__MIN","PPO, foraging training, 1M steps; aai_timescale=1 - rollout/ep_rew_mean__MAX"
"106","15.658651351928711","15.658651351928711","15.658651351928711"
"107","15.838382720947266","15.838382720947266","15.838382720947266"
"108","15.905607223510742","15.905607223510742","15.905607223510742"
"109","16.098827362060547","16.098827362060547","16.098827362060547"
"110","16.053760528564453","16.053760528564453","16.053760528564453"
"111","16.120704650878906","16.120704650878906","16.120704650878906"
"112","16.245431900024414","16.245431900024414","16.245431900024414"
"113","16.223047256469727","16.223047256469727","16.223047256469727"
"114","16.223587036132812","16.223587036132812","16.223587036132812"
"115","16.172115325927734","16.172115325927734","16.172115325927734"
"116","16.21889305114746","16.21889305114746","16.21889305114746"
"117","16.133296966552734","16.133296966552734","16.133296966552734"
"118","16.265029907226562","16.265029907226562","16.265029907226562"
"119","16.265029907226562","16.265029907226562","16.265029907226562"
"120","16.350833892822266","16.350833892822266","16.350833892822266"
"121","16.49201011657715","16.49201011657715","16.49201011657715"
"122","16.52010726928711","16.52010726928711","16.52010726928711"
"123","16.570083618164062","16.570083618164062","16.570083618164062"
"124","16.591644287109375","16.591644287109375","16.591644287109375"
"125","16.586156845092773","16.586156845092773","16.586156845092773"
"126","16.536855697631836","16.536855697631836","16.536855697631836"
"127","16.536855697631836","16.536855697631836","16.536855697631836"
"128","16.550859451293945","16.550859451293945","16.550859451293945"
"129","16.572830200195312","16.572830200195312","16.572830200195312"
"130","16.539199829101562","16.539199829101562","16.539199829101562"
"131","16.60718536376953","16.60718536376953","16.60718536376953"
"132","16.675230026245117","16.675230026245117","16.675230026245117"
"133","16.681425094604492","16.681425094604492","16.681425094604492"
"134","16.681425094604492","16.681425094604492","16.681425094604492"
"135","16.856746673583984","16.856746673583984","16.856746673583984"
"136","16.904996871948242","16.904996871948242","16.904996871948242"
"137","16.89495277404785","16.89495277404785","16.89495277404785"
"138","16.932950973510742","16.932950973510742","16.932950973510742"
"139","16.978164672851562","16.978164672851562","16.978164672851562"
"140","16.958383560180664","16.958383560180664","16.958383560180664"
"141","16.980276107788086","16.980276107788086","16.980276107788086"
"142","16.994117736816406","16.994117736816406","16.994117736816406"
"143","17.283031463623047","17.283031463623047","17.283031463623047"
"144","17.30256462097168","17.30256462097168","17.30256462097168"
"145","17.314617156982422","17.314617156982422","17.314617156982422"
"146","17.342998504638672","17.342998504638672","17.342998504638672"
"147","17.392518997192383","17.392518997192383","17.392518997192383"
"148","17.393634796142578","17.393634796142578","17.393634796142578"
"149","17.43128776550293","17.43128776550293","17.43128776550293"
"150","17.504779815673828","17.504779815673828","17.504779815673828"
"151","17.529346466064453","17.529346466064453","17.529346466064453"
"152","17.609630584716797","17.609630584716797","17.609630584716797"
"153","17.641963958740234","17.641963958740234","17.641963958740234"
"154","17.69428825378418","17.69428825378418","17.69428825378418"
"155","17.750120162963867","17.750120162963867","17.750120162963867"
"156","17.821144104003906","17.821144104003906","17.821144104003906"
"157","17.900068283081055","17.900068283081055","17.900068283081055"
"158","18.034339904785156","18.034339904785156","18.034339904785156"
"159","18.032615661621094","18.032615661621094","18.032615661621094"
"160","18.123437881469727","18.123437881469727","18.123437881469727"
"161","18.097749710083008","18.097749710083008","18.097749710083008"
"162","18.18390464782715","18.18390464782715","18.18390464782715"
"163","18.251483917236328","18.251483917236328","18.251483917236328"
"164","18.28870964050293","18.28870964050293","18.28870964050293"
"165","18.38361358642578","18.38361358642578","18.38361358642578"
"166","18.438234329223633","18.438234329223633","18.438234329223633"
"167","18.489900588989258","18.489900588989258","18.489900588989258"
"168","18.52047348022461","18.52047348022461","18.52047348022461"
"169","18.666606903076172","18.666606903076172","18.666606903076172"
"170","18.717649459838867","18.717649459838867","18.717649459838867"
"171","18.768953323364258","18.768953323364258","18.768953323364258"
"172","18.777278900146484","18.777278900146484","18.777278900146484"
"173","18.54855728149414","18.54855728149414","18.54855728149414"
"174","18.477222442626953","18.477222442626953","18.477222442626953"
"175","18.472137451171875","18.472137451171875","18.472137451171875"
"176","18.47142219543457","18.47142219543457","18.47142219543457"
"177","18.54338264465332","18.54338264465332","18.54338264465332"
"178","18.54338264465332","18.54338264465332","18.54338264465332"
"179","18.479848861694336","18.479848861694336","18.479848861694336"
"180","18.44593620300293","18.44593620300293","18.44593620300293"
"181","18.566221237182617","18.566221237182617","18.566221237182617"
"182","18.5667781829834","18.5667781829834","18.5667781829834"
"183","18.5667781829834","18.5667781829834","18.5667781829834"
"184","18.56232261657715","18.56232261657715","18.56232261657715"
"185","18.630878448486328","18.630878448486328","18.630878448486328"
"186","18.65258026123047","18.65258026123047","18.65258026123047"
"187","18.730052947998047","18.730052947998047","18.730052947998047"
"188","18.863508224487305","18.863508224487305","18.863508224487305"
"189","18.9606876373291","18.9606876373291","18.9606876373291"
"190","18.99951934814453","18.99951934814453","18.99951934814453"
"191","19.00527572631836","19.00527572631836","19.00527572631836"
"192","19.01386260986328","19.01386260986328","19.01386260986328"
"193","19.011882781982422","19.011882781982422","19.011882781982422"
"194","18.975820541381836","18.975820541381836","18.975820541381836"
"195","19.01114273071289","19.01114273071289","19.01114273071289"
"196","18.97544288635254","18.97544288635254","18.97544288635254"
"197","19.108884811401367","19.108884811401367","19.108884811401367"
"198","19.1081600189209","19.1081600189209","19.1081600189209"
"199","19.105260848999023","19.105260848999023","19.105260848999023"
"200","19.100948333740234","19.100948333740234","19.100948333740234"
"201","19.123218536376953","19.123218536376953","19.123218536376953"
"202","19.176910400390625","19.176910400390625","19.176910400390625"
"203","19.19832420349121","19.19832420349121","19.19832420349121"
"204","19.252269744873047","19.252269744873047","19.252269744873047"
"205","19.2573299407959","19.2573299407959","19.2573299407959"
"206","19.34330177307129","19.34330177307129","19.34330177307129"
"207","19.247936248779297","19.247936248779297","19.247936248779297"
"208","19.390544891357422","19.390544891357422","19.390544891357422"
"209","19.422443389892578","19.422443389892578","19.422443389892578"
"210","19.434179306030273","19.434179306030273","19.434179306030273"
"211","19.41754913330078","19.41754913330078","19.41754913330078"
"212","19.43597984313965","19.43597984313965","19.43597984313965"
"213","19.409454345703125","19.409454345703125","19.409454345703125"
"214","19.19220733642578","19.19220733642578","19.19220733642578"
"215","19.165021896362305","19.165021896362305","19.165021896362305"
"216","19.1334285736084","19.1334285736084","19.1334285736084"
"217","19.103538513183594","19.103538513183594","19.103538513183594"
"218","19.07353973388672","19.07353973388672","19.07353973388672"
"219","19.07613754272461","19.07613754272461","19.07613754272461"
"220","19.075172424316406","19.075172424316406","19.075172424316406"
"221","18.97691535949707","18.97691535949707","18.97691535949707"
"222","18.911245346069336","18.911245346069336","18.911245346069336"
"223","18.834449768066406","18.834449768066406","18.834449768066406"
"224","18.676443099975586","18.676443099975586","18.676443099975586"
"225","18.612308502197266","18.612308502197266","18.612308502197266"
"226","18.586902618408203","18.586902618408203","18.586902618408203"
"227","18.565053939819336","18.565053939819336","18.565053939819336"
"228","18.56436538696289","18.56436538696289","18.56436538696289"
"229","18.575069427490234","18.575069427490234","18.575069427490234"
"230","18.58654022216797","18.58654022216797","18.58654022216797"
"231","18.556011199951172","18.556011199951172","18.556011199951172"
"232","18.493104934692383","18.493104934692383","18.493104934692383"
"233","18.492584228515625","18.492584228515625","18.492584228515625"
"234","18.463430404663086","18.463430404663086","18.463430404663086"
"235","18.461654663085938","18.461654663085938","18.461654663085938"
"236","18.423017501831055","18.423017501831055","18.423017501831055"
"237","18.42219352722168","18.42219352722168","18.42219352722168"
"238","18.33462905883789","18.33462905883789","18.33462905883789"
"239","18.304643630981445","18.304643630981445","18.304643630981445"
"240","18.240903854370117","18.240903854370117","18.240903854370117"
"241","18.190893173217773","18.190893173217773","18.190893173217773"
"242","18.026874542236328","18.026874542236328","18.026874542236328"
"243","17.99346160888672","17.99346160888672","17.99346160888672"
"244","18.00541114807129","18.00541114807129","18.00541114807129"
"245","17.97224998474121","17.97224998474121","17.97224998474121"
"246","18.00439453125","18.00439453125","18.00439453125"
"247","18.151901245117188","18.151901245117188","18.151901245117188"
"248","18.36229133605957","18.36229133605957","18.36229133605957"
"249","18.4001407623291","18.4001407623291","18.4001407623291"
"250","18.401960372924805","18.401960372924805","18.401960372924805"
"251","18.401960372924805","18.401960372924805","18.401960372924805"
"252","18.391193389892578","18.391193389892578","18.391193389892578"
"253","18.391193389892578","18.391193389892578","18.391193389892578"
"254","18.512845993041992","18.512845993041992","18.512845993041992"
"255","18.459434509277344","18.459434509277344","18.459434509277344"
"256","18.42751693725586","18.42751693725586","18.42751693725586"
"257","18.37612533569336","18.37612533569336","18.37612533569336"
"258","18.411396026611328","18.411396026611328","18.411396026611328"
"259","18.376482009887695","18.376482009887695","18.376482009887695"
"260","18.345653533935547","18.345653533935547","18.345653533935547"
"261","18.31817054748535","18.31817054748535","18.31817054748535"
"262","18.32915496826172","18.32915496826172","18.32915496826172"
"263","18.32126235961914","18.32126235961914","18.32126235961914"
"264","18.28705406188965","18.28705406188965","18.28705406188965"
"265","18.25625991821289","18.25625991821289","18.25625991821289"
"266","18.301816940307617","18.301816940307617","18.301816940307617"
"267","18.29587745666504","18.29587745666504","18.29587745666504"
"268","18.315855026245117","18.315855026245117","18.315855026245117"
"269","18.384889602661133","18.384889602661133","18.384889602661133"
"270","18.438888549804688","18.438888549804688","18.438888549804688"
"271","18.443456649780273","18.443456649780273","18.443456649780273"
"272","18.477718353271484","18.477718353271484","18.477718353271484"
"273","18.500051498413086","18.500051498413086","18.500051498413086"
"274","18.3450927734375","18.3450927734375","18.3450927734375"
"275","18.31119155883789","18.31119155883789","18.31119155883789"
"276","18.28099250793457","18.28099250793457","18.28099250793457"
"277","18.314922332763672","18.314922332763672","18.314922332763672"
"278","18.343420028686523","18.343420028686523","18.343420028686523"
"279","18.315330505371094","18.315330505371094","18.315330505371094"
"280","18.406747817993164","18.406747817993164","18.406747817993164"
"281","18.412317276000977","18.412317276000977","18.412317276000977"
"282","18.418004989624023","18.418004989624023","18.418004989624023"
"283","18.387195587158203","18.387195587158203","18.387195587158203"
"284","18.40868377685547","18.40868377685547","18.40868377685547"
"285","18.42498016357422","18.42498016357422","18.42498016357422"
"286","18.679088592529297","18.679088592529297","18.679088592529297"
"287","18.706087112426758","18.706087112426758","18.706087112426758"
"288","18.73055648803711","18.73055648803711","18.73055648803711"
"289","18.818862915039062","18.818862915039062","18.818862915039062"
"290","18.786544799804688","18.786544799804688","18.786544799804688"
"291","18.898975372314453","18.898975372314453","18.898975372314453"
"292","19.244140625","19.244140625","19.244140625"
"293","19.284677505493164","19.284677505493164","19.284677505493164"
"294","19.28168296813965","19.28168296813965","19.28168296813965"
"295","19.28197479248047","19.28197479248047","19.28197479248047"
"296","19.25017738342285","19.25017738342285","19.25017738342285"
"297","19.218875885009766","19.218875885009766","19.218875885009766"
"298","19.250268936157227","19.250268936157227","19.250268936157227"
"299","19.21823501586914","19.21823501586914","19.21823501586914"
"300","19.196958541870117","19.196958541870117","19.196958541870117"
"301","19.199209213256836","19.199209213256836","19.199209213256836"
"302","19.19939422607422","19.19939422607422","19.19939422607422"
"303","19.167036056518555","19.167036056518555","19.167036056518555"
"304","19.112993240356445","19.112993240356445","19.112993240356445"
"305","19.078075408935547","19.078075408935547","19.078075408935547"
"306","19.07025909423828","19.07025909423828","19.07025909423828"
"307","19.067527770996094","19.067527770996094","19.067527770996094"
"308","19.01312828063965","19.01312828063965","19.01312828063965"
"309","19.045318603515625","19.045318603515625","19.045318603515625"
"310","19.166364669799805","19.166364669799805","19.166364669799805"
"311","19.33231544494629","19.33231544494629","19.33231544494629"
"312","19.33392333984375","19.33392333984375","19.33392333984375"
"313","19.325944900512695","19.325944900512695","19.325944900512695"
"314","19.32883644104004","19.32883644104004","19.32883644104004"
"315","19.437166213989258","19.437166213989258","19.437166213989258"
"316","19.40003776550293","19.40003776550293","19.40003776550293"
"317","19.382959365844727","19.382959365844727","19.382959365844727"
"318","19.352502822875977","19.352502822875977","19.352502822875977"
"319","19.3994197845459","19.3994197845459","19.3994197845459"
"320","19.359556198120117","19.359556198120117","19.359556198120117"
"321","19.370824813842773","19.370824813842773","19.370824813842773"
"322","19.399126052856445","19.399126052856445","19.399126052856445"
"323","19.43242835998535","19.43242835998535","19.43242835998535"
"324","19.43242835998535","19.43242835998535","19.43242835998535"
"325","19.438920974731445","19.438920974731445","19.438920974731445"
"326","19.466522216796875","19.466522216796875","19.466522216796875"
"327","19.43651580810547","19.43651580810547","19.43651580810547"
"328","19.445404052734375","19.445404052734375","19.445404052734375"
"329","19.419971466064453","19.419971466064453","19.419971466064453"
"330","19.354475021362305","19.354475021362305","19.354475021362305"
"331","19.352018356323242","19.352018356323242","19.352018356323242"
"332","19.356386184692383","19.356386184692383","19.356386184692383"
"333","19.353410720825195","19.353410720825195","19.353410720825195"
"334","19.347187042236328","19.347187042236328","19.347187042236328"
"335","19.289783477783203","19.289783477783203","19.289783477783203"
"336","19.323068618774414","19.323068618774414","19.323068618774414"
"337","19.28369140625","19.28369140625","19.28369140625"
"338","19.248865127563477","19.248865127563477","19.248865127563477"
"339","19.303892135620117","19.303892135620117","19.303892135620117"
"340","19.308015823364258","19.308015823364258","19.308015823364258"
"341","19.308015823364258","19.308015823364258","19.308015823364258"
"342","19.326305389404297","19.326305389404297","19.326305389404297"
"343","19.321414947509766","19.321414947509766","19.321414947509766"
"344","19.288528442382812","19.288528442382812","19.288528442382812"
"345","19.312917709350586","19.312917709350586","19.312917709350586"
"346","19.32047462463379","19.32047462463379","19.32047462463379"
"347","19.292036056518555","19.292036056518555","19.292036056518555"
"348","19.28662872314453","19.28662872314453","19.28662872314453"
"349","19.280813217163086","19.280813217163086","19.280813217163086"
"350","19.24924659729004","19.24924659729004","19.24924659729004"
"351","19.242839813232422","19.242839813232422","19.242839813232422"
"352","19.219358444213867","19.219358444213867","19.219358444213867"
"353","19.2470760345459","19.2470760345459","19.2470760345459"
"354","19.270448684692383","19.270448684692383","19.270448684692383"
"355","19.24503517150879","19.24503517150879","19.24503517150879"
"356","19.242027282714844","19.242027282714844","19.242027282714844"
"357","19.232707977294922","19.232707977294922","19.232707977294922"
"358","19.261924743652344","19.261924743652344","19.261924743652344"
"359","19.228254318237305","19.228254318237305","19.228254318237305"
"360","19.218595504760742","19.218595504760742","19.218595504760742"
"361","19.18682098388672","19.18682098388672","19.18682098388672"
"362","19.15327262878418","19.15327262878418","19.15327262878418"
"363","19.183944702148438","19.183944702148438","19.183944702148438"
"364","19.213594436645508","19.213594436645508","19.213594436645508"
"365","19.209115982055664","19.209115982055664","19.209115982055664"
"366","19.23760414123535","19.23760414123535","19.23760414123535"
"367","19.200422286987305","19.200422286987305","19.200422286987305"
"368","19.25889015197754","19.25889015197754","19.25889015197754"
"369","19.25641441345215","19.25641441345215","19.25641441345215"
"370","19.25128936767578","19.25128936767578","19.25128936767578"
"371","19.214313507080078","19.214313507080078","19.214313507080078"
"372","19.276140213012695","19.276140213012695","19.276140213012695"
"373","19.296184539794922","19.296184539794922","19.296184539794922"
"374","19.340869903564453","19.340869903564453","19.340869903564453"
"375","19.42759132385254","19.42759132385254","19.42759132385254"
"376","19.446617126464844","19.446617126464844","19.446617126464844"
"377","19.37563705444336","19.37563705444336","19.37563705444336"
"378","19.369827270507812","19.369827270507812","19.369827270507812"
"379","19.338531494140625","19.338531494140625","19.338531494140625"
"380","19.25519371032715","19.25519371032715","19.25519371032715"
"381","19.278039932250977","19.278039932250977","19.278039932250977"
"382","19.33308219909668","19.33308219909668","19.33308219909668"
"383","19.329734802246094","19.329734802246094","19.329734802246094"
"384","19.29547691345215","19.29547691345215","19.29547691345215"
"385","19.265623092651367","19.265623092651367","19.265623092651367"
"386","19.265623092651367","19.265623092651367","19.265623092651367"
"387","19.225421905517578","19.225421905517578","19.225421905517578"
"388","19.26050567626953","19.26050567626953","19.26050567626953"
"389","19.24224853515625","19.24224853515625","19.24224853515625"
"390","19.237382888793945","19.237382888793945","19.237382888793945"
"391","19.261905670166016","19.261905670166016","19.261905670166016"
"392","19.30310821533203","19.30310821533203","19.30310821533203"
"393","19.260055541992188","19.260055541992188","19.260055541992188"
"394","19.26386260986328","19.26386260986328","19.26386260986328"
"395","19.37504005432129","19.37504005432129","19.37504005432129"
"396","19.34260368347168","19.34260368347168","19.34260368347168"
"397","19.31882095336914","19.31882095336914","19.31882095336914"
"398","19.298240661621094","19.298240661621094","19.298240661621094"
"399","19.262134552001953","19.262134552001953","19.262134552001953"
"400","19.27080726623535","19.27080726623535","19.27080726623535"
"401","19.358461380004883","19.358461380004883","19.358461380004883"
"402","19.297161102294922","19.297161102294922","19.297161102294922"
"403","19.267364501953125","19.267364501953125","19.267364501953125"
"404","19.239322662353516","19.239322662353516","19.239322662353516"
"405","19.239322662353516","19.239322662353516","19.239322662353516"
"406","19.189170837402344","19.189170837402344","19.189170837402344"
"407","19.155473709106445","19.155473709106445","19.155473709106445"
"408","19.211753845214844","19.211753845214844","19.211753845214844"
"409","19.212072372436523","19.212072372436523","19.212072372436523"
"410","19.244150161743164","19.244150161743164","19.244150161743164"
"411","19.185983657836914","19.185983657836914","19.185983657836914"
"412","19.115379333496094","19.115379333496094","19.115379333496094"
"413","19.274202346801758","19.274202346801758","19.274202346801758"
"414","19.236392974853516","19.236392974853516","19.236392974853516"
"415","19.17387580871582","19.17387580871582","19.17387580871582"
"416","19.178138732910156","19.178138732910156","19.178138732910156"
"417","19.126056671142578","19.126056671142578","19.126056671142578"
"418","19.095590591430664","19.095590591430664","19.095590591430664"
"419","19.06926155090332","19.06926155090332","19.06926155090332"
"420","19.035171508789062","19.035171508789062","19.035171508789062"
"421","18.961496353149414","18.961496353149414","18.961496353149414"
"422","18.93897819519043","18.93897819519043","18.93897819519043"
"423","18.69183349609375","18.69183349609375","18.69183349609375"
"424","18.74874496459961","18.74874496459961","18.74874496459961"
"425","18.677583694458008","18.677583694458008","18.677583694458008"
"426","18.671363830566406","18.671363830566406","18.671363830566406"
"427","18.61501693725586","18.61501693725586","18.61501693725586"
"428","18.560989379882812","18.560989379882812","18.560989379882812"
"429","18.531597137451172","18.531597137451172","18.531597137451172"
"430","18.532825469970703","18.532825469970703","18.532825469970703"
"431","18.525156021118164","18.525156021118164","18.525156021118164"
"432","18.523820877075195","18.523820877075195","18.523820877075195"
"433","18.49951934814453","18.49951934814453","18.49951934814453"
"434","18.445960998535156","18.445960998535156","18.445960998535156"
"435","18.367000579833984","18.367000579833984","18.367000579833984"
"436","18.346250534057617","18.346250534057617","18.346250534057617"
"437","18.317697525024414","18.317697525024414","18.317697525024414"
"438","18.274694442749023","18.274694442749023","18.274694442749023"
"439","18.300918579101562","18.300918579101562","18.300918579101562"
"440","18.29865074157715","18.29865074157715","18.29865074157715"
"441","18.266345977783203","18.266345977783203","18.266345977783203"
"442","18.242944717407227","18.242944717407227","18.242944717407227"
"443","18.206750869750977","18.206750869750977","18.206750869750977"
"444","17.98369598388672","17.98369598388672","17.98369598388672"
"445","17.94278907775879","17.94278907775879","17.94278907775879"
"446","17.9022159576416","17.9022159576416","17.9022159576416"
"447","17.949737548828125","17.949737548828125","17.949737548828125"
"448","17.987276077270508","17.987276077270508","17.987276077270508"
"449","17.957406997680664","17.957406997680664","17.957406997680664"
"450","17.88126564025879","17.88126564025879","17.88126564025879"
"451","17.901655197143555","17.901655197143555","17.901655197143555"
"452","17.900415420532227","17.900415420532227","17.900415420532227"
"453","17.869285583496094","17.869285583496094","17.869285583496094"
"454","17.834644317626953","17.834644317626953","17.834644317626953"
"455","17.762475967407227","17.762475967407227","17.762475967407227"
"456","17.865646362304688","17.865646362304688","17.865646362304688"
"457","17.839752197265625","17.839752197265625","17.839752197265625"
"458","17.827899932861328","17.827899932861328","17.827899932861328"
"459","17.795433044433594","17.795433044433594","17.795433044433594"
"460","17.795433044433594","17.795433044433594","17.795433044433594"
"461","17.73369026184082","17.73369026184082","17.73369026184082"
"462","17.759963989257812","17.759963989257812","17.759963989257812"
"463","17.790721893310547","17.790721893310547","17.790721893310547"
"464","17.786657333374023","17.786657333374023","17.786657333374023"
"465","17.78569221496582","17.78569221496582","17.78569221496582"
"466","17.812349319458008","17.812349319458008","17.812349319458008"
"467","17.863656997680664","17.863656997680664","17.863656997680664"
"468","17.958641052246094","17.958641052246094","17.958641052246094"
"469","18.003910064697266","18.003910064697266","18.003910064697266"
"470","17.961280822753906","17.961280822753906","17.961280822753906"
"471","17.967500686645508","17.967500686645508","17.967500686645508"
"472","17.957773208618164","17.957773208618164","17.957773208618164"
"473","18.016712188720703","18.016712188720703","18.016712188720703"
"474","18.10193634033203","18.10193634033203","18.10193634033203"
"475","18.099252700805664","18.099252700805664","18.099252700805664"
"476","18.15815544128418","18.15815544128418","18.15815544128418"
"477","18.220298767089844","18.220298767089844","18.220298767089844"
"478","18.28285789489746","18.28285789489746","18.28285789489746"
"479","18.308202743530273","18.308202743530273","18.308202743530273"
"480","18.30177116394043","18.30177116394043","18.30177116394043"
"481","18.29964256286621","18.29964256286621","18.29964256286621"
"482","18.24383544921875","18.24383544921875","18.24383544921875"
